"Title","Unemployment by qualification level"
"Location","England, Wales and Scotland"
"Time period","2016"
"Data source","Department for Education"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-04"
"Measure","Time","Time_type","Georgraphy","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Highest qualification held","Qualification_type","Ethnicity","Ethnicity_type","Value","Numerator","Denominator","Unweighted sample base","upper 95%","lower 95%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","6%","32891","545353","1854","7.70%","4.30%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","All","All","3%","201064","6281847","26352","3.40%","3.00%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","226689","5669607","24963","4.20%","3.80%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","11%","8928","79776","277","17.10%","5.30%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","7%","16488","246424","923","9.20%","4.10%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","12%","19582","161290","505","16.60%","7.60%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Other","ONS 5+1","8%","5049","62304","227","13.70%","2.50%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","9%","50046","549792","1931","11.10%","7.10%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","All","All","4%","276869","6222897","26906","4.70%","4.20%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below level 2","National Qualifications Framework (NQF) level","White","ONS 5+1","5%","183154","3723129","16090","5.30%","4.60%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below level 2","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","11%","4761","44231","150","18.60%","2.90%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below level 2","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","9%","19366","206676","786","12.60%","6.10%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below level 2","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","11%","11593","104185","351","16.30%","5.90%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below level 2","National Qualifications Framework (NQF) level","Other","ONS 5+1","6%","3137","49507","188","11.80%","0.80%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","10%","38857","404599","1475","12.00%","7.20%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","All","All","5%","222011","4129773","17571","5.70%","5.00%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","White","ONS 5+1","4%","72406","1947926","8555","4.10%","3.30%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","5%","17960","339459","1288","7.20%","3.40%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","6%","6641","111999","408","9.60%","2.30%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Other","ONS 5+1","3%","4355","132609","480","5.80%","0.80%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","5%","30791","603773","2250","6.50%","3.70%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","All","All","4%","103197","2556575","10827","4.40%","3.70%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","White","ONS 5+1","5%","133288","2539586","12280","5.60%","4.90%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","5%","1560","32922","120","10.70%","-1.30%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","3%","10662","327013","1335","4.80%","1.80%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","7%","6358","95850","348","10.80%","2.50%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Other","ONS 5+1","3%","2834","104112","376","5.30%","0.10%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","4%","21414","559897","2179","5.10%","2.60%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","All","All","5%","155315","3101099","14465","5.40%","4.70%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","White","ONS 5+1","3%","2436","85234","342","4.60%","1.10%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Other","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Ethnic Minority","White and other","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","Unreported","ONS 5+1","?","?","?","?","?","?"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","All","All","3%","3080","105244","413","4.60%","1.30%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","White","ONS 5+1","3%","1060872","31991901","137739","3.40%","3.20%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Mixed","ONS 5+1","8%","33881","432276","1436","10.00%","5.60%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Asian or Asian British","ONS 5+1","5%","129989","2562403","9497","5.80%","4.40%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Black or Black British","ONS 5+1","7%","81627","1137769","3769","8.50%","5.90%"
"Unemployment","2016","Year","K03000001","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","Other","ONS 5+1","4%","37414","868895","2979","5.50%","3.20%"
