"Measurement","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Value","Value_type","Denominator"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Stoke-on-Trent","E06000021","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Telford and Wrekin","E06000020","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Walsall","E08000030","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Warwickshire","E10000031","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Wolverhampton","E08000031","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Worcestershire","E10000034","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Bedford","E06000055","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Cambridgeshire","E10000003","Chinese","White/Asian/Black/Mixed/Chinese","Girls","89","%","35"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Central Bedfordshire","E06000056","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","6"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Essex","E10000012","Chinese","White/Asian/Black/Mixed/Chinese","Girls","92","%","36"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Hertfordshire","E10000015","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","26"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Luton","E06000032","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Norfolk","E10000020","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","19"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Peterborough","E06000031","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Southend-on-Sea","E06000033","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Suffolk","E10000029","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Thurrock","E06000034","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Camden","E09000007","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","City of London","E09000001","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hackney","E09000012","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","12"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hammersmith and Fulham","E09000013","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Haringey","E09000014","Chinese","White/Asian/Black/Mixed/Chinese","Girls","79","%","14"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Islington","E09000019","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","6"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Kensington and Chelsea","E09000020","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","0"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Lambeth","E09000022","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","14"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Lewisham","E09000023","Chinese","White/Asian/Black/Mixed/Chinese","Girls","88","%","26"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Newham","E09000025","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","12"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Southwark","E09000028","Chinese","White/Asian/Black/Mixed/Chinese","Girls","79","%","19"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Tower Hamlets","E09000030","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","17"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Wandsworth","E09000032","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","12"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Westminster","E09000033","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","12"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Barking and Dagenham","E09000002","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","6"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Barnet","E09000003","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","33"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Bexley","E09000004","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","23"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Brent","E09000005","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Bromley","E09000006","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","21"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Croydon","E09000008","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Ealing","E09000009","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Enfield","E09000010","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Greenwich","E09000011","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","24"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Harrow","E09000015","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Havering","E09000016","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","14"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hillingdon","E09000017","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hounslow","E09000018","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Kingston upon Thames","E09000021","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","20"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Merton","E09000024","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","13"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Redbridge","E09000026","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","18"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Richmond upon Thames","E09000027","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","20"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Sutton","E09000029","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","20"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Waltham Forest","E09000031","Chinese","White/Asian/Black/Mixed/Chinese","Girls","76","%","25"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Bracknell Forest","E06000036","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Brighton and Hove","E06000043","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Buckinghamshire","E10000002","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","East Sussex","E10000011","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Hampshire","E10000014","Chinese","White/Asian/Black/Mixed/Chinese","Girls","90","%","31"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Isle of Wight","E06000046","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Kent","E10000016","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","18"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Medway","E06000035","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Milton Keynes","E06000042","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
