"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size"
"Confidence in police - Crime Survey England and Wales","Pakistani","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.2","%","397"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","31725"
"Confidence in police - Crime Survey England and Wales","White British","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.5","%","29836"
"Confidence in police - Crime Survey England and Wales","White Irish","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.4","%","319"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","74.3","%","6649"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","75.6","%","4934"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","75.4","%","3722"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","79.8","%","2658"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","78.7","%","5544"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","73.4","%","196"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Full-time students","All","76.3","%","1021"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","73.0","%","1277"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16-24","All","All","72.3","%","2391"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","75+","All","All","83.5","%","4294"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","25-34","All","All","74.8","%","4740"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","55-64","All","All","75.5","%","5287"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","65-74","All","All","77.6","%","5304"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","35-44","All","All","75.6","%","5391"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","45-54","All","All","74.0","%","5608"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","76.0","%","7613"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","77.8","%","11201"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","73.7","%","11707"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","Female","16+","All","All","76.5","%","13895"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","Male","16+","All","All","74.8","%","14900"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.7","%","33015"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","73.9","%","3923"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","72.9","%","5581"
"Confidence in police - Crime Survey England and Wales","Any other asian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.8","%","320"
"Confidence in police - Crime Survey England and Wales","Any other black background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","65.1","%","57"
"Confidence in police - Crime Survey England and Wales","Any other ethnic group","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.9","%","149"
"Confidence in police - Crime Survey England and Wales","Any other mixed/multiple ethnic background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","58.6","%","75"
"Confidence in police - Crime Survey England and Wales","Any other white background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.5","%","1403"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.5","%","82"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.2","%","1626"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.4","%","122"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","70.6","%","894"
"Confidence in police - Crime Survey England and Wales","Black african","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.9","%","523"
"Confidence in police - Crime Survey England and Wales","Black caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","60.1","%","314"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","77.5","%","134"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","10"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.6","%","665"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","64.5","%","304"
"Confidence in police - Crime Survey England and Wales","Mixed white and asian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","73.3","%","87"
"Confidence in police - Crime Survey England and Wales","Mixed white and black african","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","44"
"Confidence in police - Crime Survey England and Wales","Mixed white and black caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","68.0","%","98"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.5","%","231"
"Confidence in police - Crime Survey England and Wales","Pakistani","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.5","%","385"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","29917"
"Confidence in police - Crime Survey England and Wales","White British","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.5","%","28209"
"Confidence in police - Crime Survey England and Wales","White Irish","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.1","%","295"
"Confidence in police - Crime Survey England and Wales","All","All","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","62.3","%","6573"
"Confidence in police - Crime Survey England and Wales","All","All","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","62.5","%","5121"
"Confidence in police - Crime Survey England and Wales","All","All","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","63.5","%","3930"
