"Title","English Baccalaureate (EBacc) achievement for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Somerset","Local Authority","E10000027","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local Authority","E06000025","Girls","All pupils","!","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Swindon","Local Authority","E06000030","Girls","All pupils","23.8","21","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Torbay","Local Authority","E06000027","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Wiltshire","Local Authority","E06000054","Girls","All pupils","25","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","28.8","206830","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","County Durham","Local Authority","E06000047","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Darlington","Local Authority","E06000005","Girls","All pupils","!","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Gateshead","Local Authority","E08000037","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Hartlepool","Local Authority","E06000001","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local Authority","E06000002","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local Authority","E08000021","Girls","All pupils","50","6","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","North Tyneside","Local Authority","E08000022","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Northumberland","Local Authority","E06000057","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local Authority","E06000003","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","South Tyneside","Local Authority","E08000023","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local Authority","E06000004","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Sunderland","Local Authority","E08000024","Girls","All pupils","100","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Blackburn with Darwen","Local Authority","E06000008","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Blackpool","Local Authority","E06000009","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Bolton","Local Authority","E08000001","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Bury","Local Authority","E08000002","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Cheshire East","Local Authority","E06000049","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Cheshire West and Chester","Local Authority","E06000050","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Cumbria","Local Authority","E10000006","Girls","All pupils","!","6","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Halton","Local Authority","E06000006","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Knowsley","Local Authority","E08000011","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Lancashire","Local Authority","E10000017","Girls","All pupils","56.3","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Liverpool","Local Authority","E08000012","Girls","All pupils","52.2","23","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Manchester","Local Authority","E08000003","Girls","All pupils","57.9","19","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Oldham","Local Authority","E08000004","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Rochdale","Local Authority","E08000005","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Salford","Local Authority","E08000006","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Sefton","Local Authority","E08000014","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","St. Helens","Local Authority","E08000013","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Stockport","Local Authority","E08000007","Girls","All pupils","!","10","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Tameside","Local Authority","E08000008","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Trafford","Local Authority","E08000009","Girls","All pupils","!","22","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Warrington","Local Authority","E06000007","Girls","All pupils","!","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Wigan","Local Authority","E08000010","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Wirral","Local Authority","E08000015","Girls","All pupils","!","9","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Barnsley","Local Authority","E08000016","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Bradford","Local Authority","E08000032","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Calderdale","Local Authority","E08000033","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Doncaster","Local Authority","E08000017","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local Authority","E06000011","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Kirklees","Local Authority","E08000034","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Leeds","Local Authority","E08000035","Girls","All pupils","35.7","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local Authority","E06000012","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local Authority","E06000013","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","North Yorkshire","Local Authority","E10000023","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Rotherham","Local Authority","E08000018","Girls","All pupils","100","4","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Sheffield","Local Authority","E08000019","Girls","All pupils","45.5","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Wakefield","Local Authority","E08000036","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","York","Local Authority","E06000014","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Derby","Local Authority","E06000015","Girls","All pupils","!","4","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Derbyshire","Local Authority","E10000007","Girls","All pupils","!","4","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Leicester","Local Authority","E06000016","Girls","All pupils","!","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Leicestershire","Local Authority","E10000018","Girls","All pupils","66.7","9","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Lincolnshire","Local Authority","E10000019","Girls","All pupils","71.4","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Northamptonshire","Local Authority","E10000021","Girls","All pupils","40","10","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Nottingham","Local Authority","E06000018","Girls","All pupils","100","4","","",""
