"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Occupational pension income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Personal pension income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Investment income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Earnings income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Other income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","All benefit income (including State Pension)","United Kingdom","99","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit Income of which State Pension","United Kingdom","87","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","31","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","18","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Occupational pension income","United Kingdom","48","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Personal pension income","United Kingdom","13","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Investment income","United Kingdom","45","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Earnings income","United Kingdom","23","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple and Other","ONS 5+2","Other income","United Kingdom","36","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Gross income","United Kingdom","520","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Benefit income","United Kingdom","220","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","175","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","22","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","17","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Occupational pension income","United Kingdom","151","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Personal pension income","United Kingdom","21","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Investment income","United Kingdom","40","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Earnings income","United Kingdom","84","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Other income ","United Kingdom","4","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Gross income","United Kingdom","525","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Benefit income","United Kingdom","221","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","177","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","20","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","17","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Occupational pension income","United Kingdom","155","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Personal pension income","United Kingdom","21","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Investment income","United Kingdom","41","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Earnings income","United Kingdom","83","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Other income ","United Kingdom","4","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Gross income","United Kingdom","526","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Benefit income","United Kingdom","221","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","United Kingdom","178","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","20","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","17","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
