"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Age_Group","Age_Group_type","Geography","Geography_type","Number of arrests","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 1,000 population by ethnicity, gender, and PFA","Proportion of arrests of this ethnicity, in this year, of this gender and in this police force area (excludes unreported)"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","316"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","13,533","797,704","16.96","75.81%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","100","5,579","17.92","0.96%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","108","2,561","42.17","1.03%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","95","2,839","33.46","0.91%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","129","6,190","20.84","1.23%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","88"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area","10,014","696,484","14.38","95.86%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","417"," N/A "," N/A ","17.24%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","481"," N/A "," N/A ","19.88%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","72"," N/A "," N/A ","2.98%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","120"," N/A "," N/A ","4.96%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","197"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","London, City of","Police Force Area","1,329"," N/A "," N/A ","54.94%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","286","18,851","15.17","0.93%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","768","14,552","52.78","2.49%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","365","21,529","16.95","1.18%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","475","20,954","22.67","1.54%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","409"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Merseyside","Police Force Area","28,985","1,305,303","22.21","93.87%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","25,558","1,386,619","18.43","12.88%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","53,067","1,088,447","48.75","26.75%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","7,558","404,874","18.67","3.81%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","12,205","404,990","30.14","6.15%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","6,093"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Metropolitan Police","Police Force Area","100,024","4,881,636","20.49","50.41%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","169","9,809","17.23","1.31%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","406","4,609","88.09","3.14%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","70","5,425","12.9","0.54%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","141","10,027","14.06","1.09%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","75"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area","12,138","828,018","14.66","93.92%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","115","6,336","18.15","0.74%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","106","1,497","70.81","0.68%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","97","4,450","21.8","0.63%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","50","4,950","10.1","0.32%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","76"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area","15,135","670,704","22.57","97.63%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","157","9,914","15.84","0.90%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","168","3,618","46.43","0.97%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","113","6,233","18.13","0.65%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","162","7,456","21.73","0.93%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","498"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area","16,783","769,206","21.82","96.55%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","288","22,581","12.75","2.95%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","687","16,923","40.6","7.03%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","55","5,444","10.1","0.56%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","299","14,182","21.08","3.06%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","38"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area","8,440","632,822","13.34","86.40%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","792","37,782","20.96","2.15%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","379","9,006","42.08","1.03%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","103","17,871","5.76","0.28%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","154","12,447","12.37","0.42%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","291"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area","35,430","1,343,747","26.37","96.13%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,208","48,248","25.04","5.01%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,622","27,287","59.44","6.73%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","240","15,465","15.52","1.00%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,157","30,981","37.35","4.80%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","143"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Nottinghamshire","Police Force Area","19,873","969,501","20.5","82.46%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","613","35,804","17.12","2.35%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","648","12,738","50.87","2.48%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","235","18,889","12.44","0.90%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","489","17,762","27.53","1.87%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","321"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area","24,113","1,198,458","20.12","92.39%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area","861","54,660","15.75","3.94%"
