"Title","Jobseeker’s Allowance: how long people claim for"
"Location","England, Wales and Scotland"
"Time period","May 2012 to April 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Month","Ethnicity","Duration","Region","Caseload","Value","Value"
"Nov-2015","White Other","over 78 and up to 104 weeks","South West","20","1.7%",""
"Nov-2015","Black","over 78 and up to 104 weeks","South West","40","3.4%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","South West","5","1.1%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","South West","15","2.9%",""
"Nov-2015","Other","over 78 and up to 104 weeks","South West","10","3.2%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","South West","35","3.5%",""
"Nov-2015","All","over 104 weeks","South West","3,390","10.7%",""
"Nov-2015","White","over 104 weeks","South West","2,990","10.6%",""
"Nov-2015","Ethnic Minority","over 104 weeks","South West","245","9.9%",""
"Nov-2015","White British","over 104 weeks","South West","2,925","10.8%",""
"Nov-2015","White Other","over 104 weeks","South West","65","5.4%",""
"Nov-2015","Black","over 104 weeks","South West","140","11.8%",""
"Nov-2015","Asian","over 104 weeks","South West","40","8.7%",""
"Nov-2015","Mixed","over 104 weeks","South West","40","7.7%",""
"Nov-2015","Other","over 104 weeks","South West","30","9.5%",""
"Nov-2015","Unreported","over 104 weeks","South West","150","15.1%",""
"Nov-2015","All","All","Wales","37,290","100.0%",""
"Nov-2015","White","All","Wales","34,125","100.0%",""
"Nov-2015","Ethnic Minority","All","Wales","1,860","100.0%",""
"Nov-2015","White British","All","Wales","33,260","100.0%",""
"Nov-2015","White Other","All","Wales","865","100.0%",""
"Nov-2015","Black","All","Wales","560","100.0%",""
"Nov-2015","Asian","All","Wales","530","100.0%",""
"Nov-2015","Mixed","All","Wales","355","100.0%",""
"Nov-2015","Other","All","Wales","420","100.0%",""
"Nov-2015","Unreported","All","Wales","1,305","100.0%",""
"Nov-2015","All","13 weeks or less","Wales","13,750","36.9%",""
"Nov-2015","White","13 weeks or less","Wales","12,590","36.9%",""
"Nov-2015","Ethnic Minority","13 weeks or less","Wales","685","36.8%",""
"Nov-2015","White British","13 weeks or less","Wales","12,150","36.5%",""
"Nov-2015","White Other","13 weeks or less","Wales","445","51.4%",""
"Nov-2015","Black","13 weeks or less","Wales","205","36.6%",""
"Nov-2015","Asian","13 weeks or less","Wales","180","34.0%",""
"Nov-2015","Mixed","13 weeks or less","Wales","140","39.4%",""
"Nov-2015","Other","13 weeks or less","Wales","160","38.1%",""
"Nov-2015","Unreported","13 weeks or less","Wales","475","36.4%",""
"Nov-2015","All","over 13 and up to 26 weeks","Wales","6,300","16.9%",""
"Nov-2015","White","over 13 and up to 26 weeks","Wales","5,700","16.7%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","Wales","365","19.6%",""
"Nov-2015","White British","over 13 and up to 26 weeks","Wales","5,550","16.7%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","Wales","150","17.3%",""
"Nov-2015","Black","over 13 and up to 26 weeks","Wales","110","19.6%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","Wales","110","20.8%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","Wales","60","16.9%",""
"Nov-2015","Other","over 13 and up to 26 weeks","Wales","85","20.2%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","Wales","230","17.6%",""
"Nov-2015","All","over 26 and up to 52 weeks","Wales","6,060","16.3%",""
"Nov-2015","White","over 26 and up to 52 weeks","Wales","5,555","16.3%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","Wales","330","17.7%",""
"Nov-2015","White British","over 26 and up to 52 weeks","Wales","5,450","16.4%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","Wales","105","12.1%",""
"Nov-2015","Black","over 26 and up to 52 weeks","Wales","100","17.9%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","Wales","105","19.8%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","Wales","60","16.9%",""
"Nov-2015","Other","over 26 and up to 52 weeks","Wales","65","15.5%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","Wales","175","13.4%",""
"Nov-2015","All","over 52 and up to 78 weeks","Wales","3,005","8.1%",""
"Nov-2015","White","over 52 and up to 78 weeks","Wales","2,750","8.1%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","Wales","165","8.9%",""
"Nov-2015","White British","over 52 and up to 78 weeks","Wales","2,700","8.1%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","Wales","55","6.4%",""
"Nov-2015","Black","over 52 and up to 78 weeks","Wales","50","8.9%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","Wales","50","9.4%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","Wales","35","9.9%",""
"Nov-2015","Other","over 52 and up to 78 weeks","Wales","35","8.3%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","Wales","90","6.9%",""
"Nov-2015","All","over 78 and up to 104 weeks","Wales","1,565","4.2%",""
"Nov-2015","White","over 78 and up to 104 weeks","Wales","1,440","4.2%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","Wales","80","4.3%",""
"Nov-2015","White British","over 78 and up to 104 weeks","Wales","1,405","4.2%",""
"Nov-2015","White Other","over 78 and up to 104 weeks","Wales","35","4.0%",""
"Nov-2015","Black","over 78 and up to 104 weeks","Wales","15","2.7%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","Wales","20","3.8%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","Wales","15","4.2%",""
"Nov-2015","Other","over 78 and up to 104 weeks","Wales","25","6.0%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","Wales","45","3.4%",""
"Nov-2015","All","over 104 weeks","Wales","6,610","17.7%",""
"Nov-2015","White","over 104 weeks","Wales","6,080","17.8%",""
"Nov-2015","Ethnic Minority","over 104 weeks","Wales","235","12.6%",""
"Nov-2015","White British","over 104 weeks","Wales","6,010","18.1%",""
"Nov-2015","White Other","over 104 weeks","Wales","75","8.7%",""
"Nov-2015","Black","over 104 weeks","Wales","80","14.3%",""
"Nov-2015","Asian","over 104 weeks","Wales","65","12.3%",""
"Nov-2015","Mixed","over 104 weeks","Wales","40","11.3%",""
"Nov-2015","Other","over 104 weeks","Wales","50","11.9%",""
"Nov-2015","Unreported","over 104 weeks","Wales","290","22.2%",""
"Nov-2015","All","All","West Midlands","65,575","100.0%",""
"Nov-2015","White","All","West Midlands","41,275","100.0%",""
"Nov-2015","Ethnic Minority","All","West Midlands","19,820","100.0%",""
"Nov-2015","White British","All","West Midlands","39,665","100.0%",""
"Nov-2015","White Other","All","West Midlands","1,615","100.0%",""
"Nov-2015","Black","All","West Midlands","7,180","100.0%",""
"Nov-2015","Asian","All","West Midlands","8,490","100.0%",""
"Nov-2015","Mixed","All","West Midlands","2,060","100.0%",""
"Nov-2015","Other","All","West Midlands","2,090","100.0%",""
"Nov-2015","Unreported","All","West Midlands","4,480","100.0%",""
"Nov-2015","All","13 weeks or less","West Midlands","22,550","34.4%",""
"Nov-2015","White","13 weeks or less","West Midlands","14,940","36.2%",""
"Nov-2015","Ethnic Minority","13 weeks or less","West Midlands","6,220","31.4%",""
"Nov-2015","White British","13 weeks or less","West Midlands","14,155","35.7%",""
"Nov-2015","White Other","13 weeks or less","West Midlands","785","48.6%",""
"Nov-2015","Black","13 weeks or less","West Midlands","2,025","28.2%",""
"Nov-2015","Asian","13 weeks or less","West Midlands","2,685","31.6%",""
"Nov-2015","Mixed","13 weeks or less","West Midlands","695","33.7%",""
"Nov-2015","Other","13 weeks or less","West Midlands","810","38.8%",""
"Nov-2015","Unreported","13 weeks or less","West Midlands","1,395","31.1%",""
"Nov-2015","All","over 13 and up to 26 weeks","West Midlands","9,150","14.0%",""
"Nov-2015","White","over 13 and up to 26 weeks","West Midlands","5,585","13.5%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","West Midlands","2,920","14.7%",""
"Nov-2015","White British","over 13 and up to 26 weeks","West Midlands","5,335","13.5%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","West Midlands","245","15.2%",""
"Nov-2015","Black","over 13 and up to 26 weeks","West Midlands","1,030","14.3%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","West Midlands","1,255","14.8%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","West Midlands","295","14.3%",""
"Nov-2015","Other","over 13 and up to 26 weeks","West Midlands","335","16.0%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","West Midlands","645","14.4%",""
"Nov-2015","All","over 26 and up to 52 weeks","West Midlands","10,310","15.7%",""
"Nov-2015","White","over 26 and up to 52 weeks","West Midlands","6,000","14.5%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","West Midlands","3,545","17.9%",""
"Nov-2015","White British","over 26 and up to 52 weeks","West Midlands","5,820","14.7%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","West Midlands","175","10.8%",""
"Nov-2015","Black","over 26 and up to 52 weeks","West Midlands","1,265","17.6%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","West Midlands","1,540","18.1%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","West Midlands","350","17.0%",""
"Nov-2015","Other","over 26 and up to 52 weeks","West Midlands","390","18.7%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","West Midlands","765","17.1%",""
"Nov-2015","All","over 52 and up to 78 weeks","West Midlands","5,030","7.7%",""
"Nov-2015","White","over 52 and up to 78 weeks","West Midlands","2,920","7.1%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","West Midlands","1,765","8.9%",""
"Nov-2015","White British","over 52 and up to 78 weeks","West Midlands","2,830","7.1%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","West Midlands","90","5.6%",""
"Nov-2015","Black","over 52 and up to 78 weeks","West Midlands","660","9.2%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","West Midlands","745","8.8%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","West Midlands","180","8.7%",""
"Nov-2015","Other","over 52 and up to 78 weeks","West Midlands","175","8.4%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","West Midlands","345","7.7%",""
"Nov-2015","All","over 78 and up to 104 weeks","West Midlands","3,220","4.9%",""
"Nov-2015","White","over 78 and up to 104 weeks","West Midlands","1,955","4.7%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","West Midlands","1,085","5.5%",""
"Nov-2015","White British","over 78 and up to 104 weeks","West Midlands","1,880","4.7%",""
"Nov-2015","White Other","over 78 and up to 104 weeks","West Midlands","75","4.6%",""
"Nov-2015","Black","over 78 and up to 104 weeks","West Midlands","430","6.0%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","West Midlands","480","5.7%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","West Midlands","105","5.1%",""
"Nov-2015","Other","over 78 and up to 104 weeks","West Midlands","70","3.3%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","West Midlands","180","4.0%",""
"Nov-2015","All","over 104 weeks","West Midlands","15,315","23.4%",""
"Nov-2015","White","over 104 weeks","West Midlands","9,880","23.9%",""
"Nov-2015","Ethnic Minority","over 104 weeks","West Midlands","4,285","21.6%",""
"Nov-2015","White British","over 104 weeks","West Midlands","9,640","24.3%",""
"Nov-2015","White Other","over 104 weeks","West Midlands","240","14.9%",""
"Nov-2015","Black","over 104 weeks","West Midlands","1,765","24.6%",""
"Nov-2015","Asian","over 104 weeks","West Midlands","1,785","21.0%",""
"Nov-2015","Mixed","over 104 weeks","West Midlands","430","20.9%",""
"Nov-2015","Other","over 104 weeks","West Midlands","305","14.6%",""
"Nov-2015","Unreported","over 104 weeks","West Midlands","1,150","25.7%",""
"Nov-2015","All","All","Yorkshire and The Humber","69,095","100.0%",""
"Nov-2015","White","All","Yorkshire and The Humber","54,805","100.0%",""
"Nov-2015","Ethnic Minority","All","Yorkshire and The Humber","11,390","100.0%",""
"Nov-2015","White British","All","Yorkshire and The Humber","53,140","100.0%",""
"Nov-2015","White Other","All","Yorkshire and The Humber","1,665","100.0%",""
"Nov-2015","Black","All","Yorkshire and The Humber","2,890","100.0%",""
"Nov-2015","Asian","All","Yorkshire and The Humber","5,525","100.0%",""
"Nov-2015","Mixed","All","Yorkshire and The Humber","1,205","100.0%",""
"Nov-2015","Other","All","Yorkshire and The Humber","1,770","100.0%",""
"Nov-2015","Unreported","All","Yorkshire and The Humber","2,895","100.0%",""
"Nov-2015","All","13 weeks or less","Yorkshire and The Humber","27,810","40.2%",""
"Nov-2015","White","13 weeks or less","Yorkshire and The Humber","22,250","40.6%",""
"Nov-2015","Ethnic Minority","13 weeks or less","Yorkshire and The Humber","4,450","39.1%",""
"Nov-2015","White British","13 weeks or less","Yorkshire and The Humber","21,335","40.1%",""
"Nov-2015","White Other","13 weeks or less","Yorkshire and The Humber","910","54.7%",""
"Nov-2015","Black","13 weeks or less","Yorkshire and The Humber","1,065","36.9%",""
"Nov-2015","Asian","13 weeks or less","Yorkshire and The Humber","2,095","37.9%",""
"Nov-2015","Mixed","13 weeks or less","Yorkshire and The Humber","555","46.1%",""
"Nov-2015","Other","13 weeks or less","Yorkshire and The Humber","740","41.8%",""
"Nov-2015","Unreported","13 weeks or less","Yorkshire and The Humber","1,115","38.5%",""
"Nov-2015","All","over 13 and up to 26 weeks","Yorkshire and The Humber","10,595","15.3%",""
"Nov-2015","White","over 13 and up to 26 weeks","Yorkshire and The Humber","8,115","14.8%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","Yorkshire and The Humber","2,045","18.0%",""
"Nov-2015","White British","over 13 and up to 26 weeks","Yorkshire and The Humber","7,830","14.7%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","Yorkshire and The Humber","290","17.4%",""
"Nov-2015","Black","over 13 and up to 26 weeks","Yorkshire and The Humber","510","17.6%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","Yorkshire and The Humber","985","17.8%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","Yorkshire and The Humber","205","17.0%",""
"Nov-2015","Other","over 13 and up to 26 weeks","Yorkshire and The Humber","345","19.5%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","Yorkshire and The Humber","435","15.0%",""
"Nov-2015","All","over 26 and up to 52 weeks","Yorkshire and The Humber","10,420","15.1%",""
"Nov-2015","White","over 26 and up to 52 weeks","Yorkshire and The Humber","7,985","14.6%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","Yorkshire and The Humber","2,035","17.9%",""
"Nov-2015","White British","over 26 and up to 52 weeks","Yorkshire and The Humber","7,805","14.7%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","Yorkshire and The Humber","180","10.8%",""
"Nov-2015","Black","over 26 and up to 52 weeks","Yorkshire and The Humber","525","18.2%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","Yorkshire and The Humber","1,020","18.5%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","Yorkshire and The Humber","185","15.4%",""
"Nov-2015","Other","over 26 and up to 52 weeks","Yorkshire and The Humber","305","17.2%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","Yorkshire and The Humber","400","13.8%",""
"Nov-2015","All","over 52 and up to 78 weeks","Yorkshire and The Humber","5,000","7.2%",""
"Nov-2015","White","over 52 and up to 78 weeks","Yorkshire and The Humber","3,885","7.1%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","Yorkshire and The Humber","860","7.6%",""
"Nov-2015","White British","over 52 and up to 78 weeks","Yorkshire and The Humber","3,805","7.2%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","Yorkshire and The Humber","80","4.8%",""
"Nov-2015","Black","over 52 and up to 78 weeks","Yorkshire and The Humber","240","8.3%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","Yorkshire and The Humber","395","7.1%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","Yorkshire and The Humber","80","6.6%",""
"Nov-2015","Other","over 52 and up to 78 weeks","Yorkshire and The Humber","150","8.5%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","Yorkshire and The Humber","255","8.8%",""
"Nov-2015","All","over 78 and up to 104 weeks","Yorkshire and The Humber","2,755","4.0%",""
"Nov-2015","White","over 78 and up to 104 weeks","Yorkshire and The Humber","2,185","4.0%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","Yorkshire and The Humber","455","4.0%",""
"Nov-2015","White British","over 78 and up to 104 weeks","Yorkshire and The Humber","2,145","4.0%",""
