"Title","Employment and Support Allowance: sanctions"
"Location","England, Wales and Scotland"
"Time period","February 2013 to November 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://stat-xplore.dwp.gov.uk/webapi/jsf/login.xhtml"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-05"
"Date","Date type","Region","Region type","Age","Age type","Ethnicity","Ethnicity type","Numerator","Numerator type","Denominator","Denominator type","Rate","Rate type","Suppression","Suppression type"
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","428","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","All","All","188","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","20,882","Number of ESA claimants matching geographic, ethnicity and age status ","0.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","Asian","ONS 5+2","8","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","437","Number of ESA claimants matching geographic, ethnicity and age status ","1.8","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","258","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","12","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,150","Number of ESA claimants matching geographic, ethnicity and age status ","1.0","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","332","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","123","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,551","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","White","ONS 2+1","167","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","18,183","Number of ESA claimants matching geographic, ethnicity and age status ","0.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","White British","ONS 5+2","163","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","17,945","Number of ESA claimants matching geographic, ethnicity and age status ","0.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","18-24","Age range of individuals sanctioned","White Other","ONS 5+2","7","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","241","Number of ESA claimants matching geographic, ethnicity and age status ","2.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","25-49","Age range of individuals sanctioned","All","All","1,351","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","234,591","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","25-49","Age range of individuals sanctioned","Asian","ONS 5+2","35","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","7,826","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2015","Month","All","Great Britain","25-49","Age range of individuals sanctioned","Black","ONS 5+2","69","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","6,134","Number of ESA claimants matching geographic, ethnicity and age status ","1.1","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
