"Title","Economic inactivity"
"Location","England, Wales and Scotland"
"Time period","2004 to 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk/home/release_group.asp?g=16"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-21"
"measure","year","region","ethnicity","ethnicity_type","sex","age_band","value","confidence_interval","numerator","denominator","samp_size"
"Percentage of individuals employed","2013","South East","Unknown","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Unknown","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Unknown","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Unknown","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Unknown","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Unknown","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","All","16-24","31.7","4.6","265000","834000","978"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","All","25-49","11.1","2.8","288000","2589000","1168"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","All","50-64","25.7","3.1","394000","1535000","1873"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","All","All (16-64)","19.1","1.9","947000","4959000","4019"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Men","16-24","31.7","6.5","135000","427000","494"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Men","25-49","4.9","4.2","63000","1280000","250"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Men","50-64","18.6","4.7","141000","757000","663"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Men","All (16-64)","13.8","2.8","339000","2464000","1407"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Women","16-24","31.8","6.6","129000","407000","484"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Women","25-49","17.2","3.9","225000","1309000","918"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Women","50-64","32.6","4.2","253000","778000","1210"
"Percentage of individuals employed","2013","South East","White","ONS 2011 5+1","Women","All (16-64)","24.4","2.6","608000","2494000","2612"
"Percentage of individuals employed","2013","South East","White British","Detailed","All","16-24","31.3","4.7","250000","799000","921"
"Percentage of individuals employed","2013","South East","White British","Detailed","All","25-49","11.2","3","264000","2355000","1052"
"Percentage of individuals employed","2013","South East","White British","Detailed","All","50-64","25.6","3.2","377000","1472000","1795"
"Percentage of individuals employed","2013","South East","White British","Detailed","All","All (16-64)","19.3","2","891000","4626000","3768"
"Percentage of individuals employed","2013","South East","White British","Detailed","Men","16-24","31.3","6.6","129000","412000","467"
"Percentage of individuals employed","2013","South East","White British","Detailed","Men","25-49","5.2","4.4","61000","1175000","237"
"Percentage of individuals employed","2013","South East","White British","Detailed","Men","50-64","18.7","4.8","136000","728000","646"
"Percentage of individuals employed","2013","South East","White British","Detailed","Men","All (16-64)","14.1","2.9","326000","2315000","1350"
"Percentage of individuals employed","2013","South East","White British","Detailed","Women","16-24","31.2","6.7","121000","387000","454"
"Percentage of individuals employed","2013","South East","White British","Detailed","Women","25-49","17.3","4.1","204000","1180000","815"
"Percentage of individuals employed","2013","South East","White British","Detailed","Women","50-64","32.4","4.3","241000","744000","1149"
"Percentage of individuals employed","2013","South East","White British","Detailed","Women","All (16-64)","24.5","2.7","565000","2312000","2418"
"Percentage of individuals employed","2013","South East","White Other","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","All","25-49","9.9","8.6","23000","234000","116"
"Percentage of individuals employed","2013","South East","White Other","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","All","All (16-64)","16.7","7.3","56000","332000","251"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Women","25-49","16.4","11.3","21000","129000","103"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","White Other","Detailed","Women","All (16-64)","23.2","9.4","42000","182000","194"
"Percentage of individuals employed","2013","South West","All","All","All","16-24","33.1","3.3","192000","580000","775"
"Percentage of individuals employed","2013","South West","All","All","All","25-49","12.3","2.2","205000","1663000","893"
"Percentage of individuals employed","2013","South West","All","All","All","50-64","27.0","2.3","278000","1029000","1478"
"Percentage of individuals employed","2013","South West","All","All","All","All (16-64)","20.6","1.4","675000","3273000","3146"
"Percentage of individuals employed","2013","South West","All","All","Men","16-24","32.2","4.7","95000","296000","375"
"Percentage of individuals employed","2013","South West","All","All","Men","25-49","6.7","3.3","55000","823000","221"
"Percentage of individuals employed","2013","South West","All","All","Men","50-64","20.4","3.4","102000","503000","535"
"Percentage of individuals employed","2013","South West","All","All","Men","All (16-64)","15.6","2.1","253000","1622000","1131"
"Percentage of individuals employed","2013","South West","All","All","Women","16-24","34.2","4.6","97000","284000","400"
"Percentage of individuals employed","2013","South West","All","All","Women","25-49","17.9","2.9","150000","841000","672"
"Percentage of individuals employed","2013","South West","All","All","Women","50-64","33.3","3","175000","526000","943"
"Percentage of individuals employed","2013","South West","All","All","Women","All (16-64)","25.6","1.9","422000","1651000","2015"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Asian","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Black","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Indian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Mixed","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Other","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Other","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South West","Other","ONS 2011 5+1","All","50-64","?","?","?","?","?"
