"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_type","Geography_code","Geography_name","Age group_type","Age group","Value","Numerator","Denominator"
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",2.6,67,26
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",2.4,26,11
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",3.2,5985,1871
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",2.2,35,16
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",4.1,70,17
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",1,3,3
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",NA,0,0
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",3.4,1387,413
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",3.2,188,58
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",2.5,117,47
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",5,20,4
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",5.3,37,7
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",3.1,3812,1222
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",3.3,712,216
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",2.9,20,7
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",1.7,17,10
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",2.9,546,188
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",2.5,627,248
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",3.1,2843,930
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",3.6,47,13
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",2.9,170,59
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",3,2819,932
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","10 to 14",6.5,13,2
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","10 to 14",4.3,13,3
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","10 to 14",5.7,17,3
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","10 to 14",3.1,873,281
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","15 to 17",3.1,34,11
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","15 to 17",3.1,37,12
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","15 to 17",4.5,9,2
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","15 to 17",3,6,2
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Juvenile","15 to 17",3.2,2619,815
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",7.2,43,6
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",4,12,3
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",NA,0,0
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",3,644,217
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",3.1,50,16
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",3.2,42,13
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",1.2,6,5
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",NA,0,0
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",3,2360,784
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",3.9,67,17
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",3.5,137,39
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",1,1,1
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",3,9,3
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",3.1,780,253
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2.9,174,59
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2.7,370,138
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2,20,10
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2,20,10
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",3.1,2301,748
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",1.8,9,5
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",2.9,87,30
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",1.7,12,7
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",2.5,5,2
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",2.8,1696,616
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",3.8,76,20
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.7,242,89
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",1.9,15,8
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.8,14,5
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.7,4799,1786
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","10 to 14",2,2,1
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","15 to 17",16,16,1
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",3.6,25,7
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",3.6,192,54
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",1,3,3
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",3,6,2
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",2.6,1366,516
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2.4,116,48
