"Title","Employment by occupation"
"Location","UK"
"Time period","2004 to 2017"
"Data source","Department for Business, Energy & Industrial Strategy"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Occupation","Occupation_Type","Value","Denominator","Numerator","Conf","Note"
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","866000","108300","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","18","866000","153000","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","14","866000","120000","2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","21","866000","185700","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","866000","71200","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","866000","49800","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","855200","95200","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","855200","48900","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","855200","87300","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","855200","109700","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","855200","48500","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","9","855200","78000","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","31","855200","266400","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","855200","79100","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","5","855200","42100","1.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","8","365000","29600","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","5","365000","17100","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","365000","33300","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","17","365000","63100","3.4",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","11","365000","40600","2.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","14","365000","50300","3.1",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","21","365000","74800","3.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","365000","35300","2.7",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","365000","20900","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","1045500","111800","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","1045500","64600","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","8","1045500","88300","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","11","1045500","117900","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","1045500","95000","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","14","1045500","144200","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","24","1045500","251300","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","1045500","84100","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","1045500","88300","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","658500","72900","2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","14","658500","94100","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","658500","61800","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","10","658500","64700","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","658500","56100","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","11","658500","71900","2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","16","658500","104500","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","13","658500","86300","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","658500","46200","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","28000500","3091600","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","28000500","1749200","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","28000500","2965200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","15","28000500","4097000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","28000500","2517300","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","10","28000500","2884000","0.3",""
