"Measure","Domain","decile_label","Ethnicity","Ethnicity_type","Value","Value_type","Numerator","Denominator"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Other: Any Other","ONS 2011 18+1","4.71","%","15421","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","All","ONS 2011 18+1","9.75","%","5170469","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","White: All","ONS 2011 18+1","10.54","%","4772007","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","White: British","ONS 2011 18+1","10.87","%","4597203","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","White: Irish","ONS 2011 18+1","7.29","%","37675","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","6.77","%","3717","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","White: White Other","ONS 2011 18+1","5.49","%","133412","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Asian: All","ONS 2011 18+1","4.99","%","206724","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Asian: Indian","ONS 2011 18+1","5.52","%","77087","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Asian: Pakistani","ONS 2011 18+1","5.20","%","57820","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Asian: Bangladeshi","ONS 2011 18+1","3.24","%","14163","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Asian: Chinese","ONS 2011 18+1","5.93","%","22519","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Asian: Asian Other","ONS 2011 18+1","4.29","%","35135","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Black:  All","ONS 2011 18+1","2.04","%","37639","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Black:  Black African","ONS 2011 18+1","1.97","%","19244","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Black:  Black Caribbean","ONS 2011 18+1","2.32","%","13685","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Black:  Black Other","ONS 2011 18+1","1.70","%","4710","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Mixed: All","ONS 2011 18+1","6.02","%","71859","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","5.80","%","24116","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Mixed: White and Black African","ONS 2011 18+1","5.17","%","8350","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Mixed: White and Asian","ONS 2011 18+1","7.11","%","23658","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Mixed: Other Mixed","ONS 2011 18+1","5.56","%","15735","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Other: All","ONS 2011 18+1","3.61","%","19777","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Other: Arab","ONS 2011 18+1","3.43","%","7586","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","Other: Any Other","ONS 2011 18+1","3.72","%","12191","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","80% to 90% most deprived","All","ONS 2011 18+1","9.64","%","5108006","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","White: All","ONS 2011 18+1","10.54","%","4770439","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","White: British","ONS 2011 18+1","10.96","%","4632767","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","White: Irish","ONS 2011 18+1","6.78","%","35040","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","5.50","%","3017","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","White: White Other","ONS 2011 18+1","4.10","%","99615","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Asian: All","ONS 2011 18+1","3.36","%","139175","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Asian: Indian","ONS 2011 18+1","3.42","%","47785","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Asian: Pakistani","ONS 2011 18+1","3.47","%","38627","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Asian: Bangladeshi","ONS 2011 18+1","2.40","%","10486","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Asian: Chinese","ONS 2011 18+1","4.87","%","18484","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Asian: Asian Other","ONS 2011 18+1","2.90","%","23793","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Black:  All","ONS 2011 18+1","1.35","%","25009","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Black:  Black African","ONS 2011 18+1","1.33","%","12992","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Black:  Black Caribbean","ONS 2011 18+1","1.53","%","9027","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Black:  Black Other","ONS 2011 18+1","1.08","%","2990","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Mixed: All","ONS 2011 18+1","5.02","%","59829","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","4.96","%","20595","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Mixed: White and Black African","ONS 2011 18+1","4.38","%","7071","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Mixed: White and Asian","ONS 2011 18+1","5.90","%","19630","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Mixed: Other Mixed","ONS 2011 18+1","4.43","%","12533","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Other: All","ONS 2011 18+1","2.63","%","14436","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Other: Arab","ONS 2011 18+1","2.55","%","5637","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","Other: Any Other","ONS 2011 18+1","2.69","%","8799","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% least deprived","All","ONS 2011 18+1","9.45","%","5008888","53012456"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","White: All","ONS 2011 18+1","9.22","%","4176737","45281142"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","White: British","ONS 2011 18+1","8.55","%","3615600","42279236"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","White: Irish","ONS 2011 18+1","13.70","%","70820","517001"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","10.51","%","5771","54895"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","White: White Other","ONS 2011 18+1","19.94","%","484546","2430010"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","Asian: All","ONS 2011 18+1","18.33","%","759567","4143403"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","Asian: Indian","ONS 2011 18+1","11.88","%","165865","1395702"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","Asian: Pakistani","ONS 2011 18+1","26.82","%","298279","1112282"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","Asian: Bangladeshi","ONS 2011 18+1","20.68","%","90276","436514"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","Asian: Chinese","ONS 2011 18+1","22.48","%","85308","379503"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","Asian: Asian Other","ONS 2011 18+1","14.63","%","119839","819402"
"Percentage of people living in these neighbourhoods","Living Environment Deprivation","10% most deprived","Black:  All","ONS 2011 18+1","16.06","%","296551","1846614"
