"Title","Regional ethnic diversity"
"Location","England and Wales"
"Time period","2011"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/census/2011census"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-20"
"Measure","local authority: county / unitary (prior to April 2015)","Ethnicity","Value","Value_type","Ethnicity_type","Source","Time","Geography"
"Ethnicity of local authorities","Central Bedfordshire","Black/African/Caribbean/Black British: Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Sussex","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swansea","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kingston upon Hull, City of","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Essex","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","York","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bath and North East Somerset","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockton-on-Tees","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Berkshire","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hampshire","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Gloucestershire","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Suffolk","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Doncaster","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gloucestershire","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wakefield","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottinghamshire","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Staffordshire","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Worcestershire","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Poole","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Tyneside","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sunderland","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warrington","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Sussex","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Lincolnshire","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Plymouth","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Darlington","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gateshead","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","The Vale of Glamorgan","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gwynedd","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Norfolk","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Tyneside","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wiltshire","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackpool","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ceredigion","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire East","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wrexham","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wirral","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rutland","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Knowsley","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isle of Wight","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Somerset","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Yorkshire","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wigan","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire West and Chester","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Denbighshire","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North East Lincolnshire","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rhondda, Cynon, Taff","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sefton","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derbyshire","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Devon","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torbay","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lincolnshire","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merthyr Tydfil","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Conwy","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hartlepool","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bridgend","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Halton","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barnsley","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dorset","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Monmouthshire","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Shropshire","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Somerset","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","St. Helens","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torfaen","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Carmarthenshire","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Riding of Yorkshire","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Neath Port Talbot","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Pembrokeshire","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Anglesey","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cornwall","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","County Durham","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Herefordshire, County of","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Caerphilly","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northumberland","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Powys","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blaenau Gwent","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cumbria","Black/African/Caribbean/Black British: Caribbean","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
