"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000005","ONS geography code","Darlington","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000009","ONS geography code","Blackpool","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000010","ONS geography code","Kingston Upon Hull, City of","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000011","ONS geography code","East Riding of Yorkshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000012","ONS geography code","North East Lincolnshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000013","ONS geography code","North Lincolnshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000020","ONS geography code","Telford and Wrekin","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000022","ONS geography code","Bath and North East Somerset","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000024","ONS geography code","North Somerset","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000027","ONS geography code","Torbay","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000029","ONS geography code","Poole","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000037","ONS geography code","West Berkshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000039","ONS geography code","Slough","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000046","ONS geography code","Isle of Wight","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000051","ONS geography code","Shropshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000053","ONS geography code","Isles of Scilly","Male","Male/Female/All","","","Suppressed - Data for this LA is suppressed as it is based on a single school. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000011","ONS geography code","Knowsley","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000014","ONS geography code","Sefton","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000016","ONS geography code","Barnsley","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
