"Title","Absence from school"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-pupil-absence"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"Measures","Time","Time_type","Ethnicity","Ethnicity_type","Geography","school_type","Value","Denominator","Numerator"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Richmond upon Thames","Secondary","11.5","4941","567"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Richmond upon Thames","Secondary","14.5","69","10"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Richmond upon Thames","Secondary","100","3","3"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Richmond upon Thames","Secondary","x","x","x"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Richmond upon Thames","Secondary","8.8","996","88"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Richmond upon Thames","Secondary","16","194","31"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Richmond upon Thames","Secondary","17.9","84","15"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Richmond upon Thames","Secondary","7.6","225","17"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Richmond upon Thames","Secondary","10.7","326","35"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Richmond upon Thames","Secondary","3.7","162","6"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Richmond upon Thames","Secondary","11.1","90","10"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Richmond upon Thames","Secondary","7","57","4"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Richmond upon Thames","Secondary","8","224","18"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Richmond upon Thames","Secondary","20","85","17"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Richmond upon Thames","Secondary","7.3","193","14"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Richmond upon Thames","Secondary","20.3","59","12"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Richmond upon Thames","Secondary","10","3008","302"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Richmond upon Thames","Special","31.9","91","29"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Richmond upon Thames","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Richmond upon Thames","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Richmond upon Thames","Special","100","3","3"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Richmond upon Thames","Special","12.5","24","3"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Richmond upon Thames","Special","0","x","0"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Richmond upon Thames","Special","x","3","x"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Richmond upon Thames","Special","x","5","x"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Richmond upon Thames","Special","x","8","x"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Richmond upon Thames","Special","36.4","11","4"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Richmond upon Thames","Special","23.1","13","3"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Richmond upon Thames","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Richmond upon Thames","Special","x","7","x"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Richmond upon Thames","Special","0","3","0"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Richmond upon Thames","Special","x","10","x"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Richmond upon Thames","Special","26.5","98","26"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Sutton","Total","11.2","14844","1667"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Sutton","Total","8.7","172","15"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Sutton","Total","68.9","45","31"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Sutton","Total","46.9","32","15"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Sutton","Total","7.8","2380","185"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Sutton","Total","15.2","690","105"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Sutton","Total","9.9","314","31"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Sutton","Total","5.5","745","41"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Sutton","Total","8.9","1092","97"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Sutton","Total","5.2","1776","92"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Sutton","Total","11.7","966","113"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Sutton","Total","8.5","271","23"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Sutton","Total","5.9","2798","166"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Sutton","Total","10.8","452","49"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Sutton","Total","4","1632","65"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Sutton","Total","5.2","329","17"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Sutton","Total","7.4","14680","1086"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Sutton","Primary","9.5","7645","725"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Sutton","Primary","6.6","61","4"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Sutton","Primary","75.9","29","22"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Sutton","Primary","47.6","21","10"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Sutton","Primary","6.1","1481","91"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Sutton","Primary","14.4","390","56"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Sutton","Primary","9.5","169","16"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Sutton","Primary","4.7","343","16"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Sutton","Primary","7.4","593","44"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Sutton","Primary","4.9","794","39"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Sutton","Primary","15.7","434","68"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Sutton","Primary","7.6","118","9"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Sutton","Primary","5.9","1153","68"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Sutton","Primary","12.2","188","23"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Sutton","Primary","4.1","713","29"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Sutton","Primary","4.4","181","8"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Sutton","Primary","7.3","7162","523"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Sutton","Secondary","12.5","6969","869"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Sutton","Secondary","10","110","11"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Sutton","Secondary","58.3","12","7"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Sutton","Secondary","44.4","9","4"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Sutton","Secondary","9.9","881","87"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Sutton","Secondary","16.3","294","48"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Sutton","Secondary","9.5","137","13"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Sutton","Secondary","6","398","24"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Sutton","Secondary","9.8","489","48"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Sutton","Secondary","5.4","978","53"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Sutton","Secondary","8.2","525","43"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Sutton","Secondary","8.7","149","13"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Sutton","Secondary","5.8","1633","95"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Sutton","Secondary","8.5","246","21"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Sutton","Secondary","3.5","894","31"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Sutton","Secondary","5.7","141","8"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Sutton","Secondary","7.1","7379","526"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Sutton","Special","31.7","230","73"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Sutton","Special","0","x","0"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Sutton","Special","x","4","x"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Sutton","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Sutton","Special","38.9","18","7"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Sutton","Special","x","6","x"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Sutton","Special","x","8","x"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Sutton","Special","x","4","x"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Sutton","Special","50","10","5"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Sutton","Special","0","4","0"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Sutton","Special","x","7","x"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Sutton","Special","x","4","x"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Sutton","Special","25","12","3"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Sutton","Special","27.8","18","5"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Sutton","Special","20","25","5"
