"Title","Attainment in English and Maths GCSE at grade 5 or above for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2016-to-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Value_type","Denominator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Redbridge","Local Authority","E09000026","All pupils","All pupils","59.1","%","22"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","!","%","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Sutton","Local Authority","E09000029","All pupils","All pupils","!","%","45"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","42.1","%","19"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","100.0","%","6"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","81.5","%","27"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","East Sussex","Local Authority","E10000011","All pupils","All pupils","50.0","%","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Hampshire","Local Authority","E10000014","All pupils","All pupils","75.0","%","36"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Kent","Local Authority","E10000016","All pupils","All pupils","86.2","%","65"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Medway","Local Authority","E06000035","All pupils","All pupils","!","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","73.3","%","15"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","67.9","%","28"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Portsmouth","Local Authority","E06000044","All pupils","All pupils","100.0","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Reading","Local Authority","E06000038","All pupils","All pupils","100.0","%","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Slough","Local Authority","E06000039","All pupils","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Southampton","Local Authority","E06000045","All pupils","All pupils","!","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Surrey","Local Authority","E10000030","All pupils","All pupils","77.8","%","45"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","West Berkshire","Local Authority","E06000037","All pupils","All pupils","!","%","6"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","West Sussex","Local Authority","E10000032","All pupils","All pupils","61.1","%","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","33.3","%","9"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Wokingham","Local Authority","E06000041","All pupils","All pupils","!","%","7"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","!","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Bournemouth","Local Authority","E06000028","All pupils","All pupils","72.7","%","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","58.3","%","12"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Cornwall","Local Authority","E06000052","All pupils","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Devon","Local Authority","E10000008","All pupils","All pupils","!","%","21"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Dorset","Local Authority","E10000009","All pupils","All pupils","!","%","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","70.6","%","17"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","North Somerset","Local Authority","E06000024","All pupils","All pupils","!","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Plymouth","Local Authority","E06000026","All pupils","All pupils","!","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Poole","Local Authority","E06000029","All pupils","All pupils","!","%","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Somerset","Local Authority","E10000027","All pupils","All pupils","!","%","9"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","!","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Swindon","Local Authority","E06000030","All pupils","All pupils","!","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Torbay","Local Authority","E06000027","All pupils","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","Wiltshire","Local Authority","E06000054","All pupils","All pupils","64.7","%","17"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","All pupils","All pupils","42.9","%","524932"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","42.1","%","405100"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","43.4","%","23359"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","50.1","%","52087"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","38.8","%","27595"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","73.1","%","2038"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","North East","Region","E12000001","All pupils","All pupils","38.0","%","25177"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","North West","Region","E12000002","All pupils","All pupils","40.3","%","72289"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","Yorkshire and the Humber","Region","E12000003","All pupils","All pupils","40.7","%","53173"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","East Midlands","Region","E12000004","All pupils","All pupils","41.7","%","45492"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","West Midlands","Region","E12000005","All pupils","All pupils","39.8","%","58919"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","East","Region","E12000006","All pupils","All pupils","43.7","%","60153"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","London","Region","E12000007","All pupils","All pupils","48.2","%","75518"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","South East","Region","E12000008","All pupils","All pupils","45.8","%","83903"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","South West","Region","E12000009","All pupils","All pupils","42.2","%","50308"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","North East","Region","E12000001","All pupils","All pupils","37.7","%","23236"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","North West","Region","E12000002","All pupils","All pupils","39.8","%","60077"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","All pupils","All pupils","41.6","%","42933"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","East Midlands","Region","E12000004","All pupils","All pupils","41.4","%","38155"
