"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Value_type","Denominator","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","43.7","%","14745","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","48.0","%","14246","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","46.6","%","50148","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","44.5","%","24423","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","48.6","%","25725","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","45.6","%","10553","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","44.2","%","5518","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","47.2","%","5035","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","66.0","%","1310","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","62.8","%","637","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","69.1","%","673","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","65.3","%","711","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","67.2","%","186","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","64.6","%","525","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Sikh school","56.0","%","291","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Sikh school","55.1","%","158","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Sikh school","57.1","%","133","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","43.5","%","517756","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","40.7","%","261249","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","All","All","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded mainstream schools","46.3","%","256507","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","%","!","","",""
