"Title","Physical activity"
"Location","England"
"Time period","2015/16"
"Data source","Department for Digital, Culture, Media and Sport"
"Data source link","https://www.sportengland.org/research/active-lives-survey"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Age Bracket","NS SEC","Physical Activity Level","Value","Value_type","Denominator (weighted)","Numerator (weighted)","Upper CI","Lower CI","Number of Respondents (unweighted)"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","*","%","*","*","*","*","47"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","65.6","%","82","54","78.70%","49.80%","63"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","*","%","*","*","*","*","54"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","61.4","%","25463","15641","62.20%","60.60%","27560"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","62.3","%","21363","13302","63.10%","61.40%","23824"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","65.6","%","923","605","69.60%","61.30%","953"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","53.2","%","1401","745","57.10%","49.20%","1059"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","55","%","285","157","63.00%","46.70%","260"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","55.8","%","132","74","66.20%","44.90%","134"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","72.8","%","315","229","79.40%","65.00%","260"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North West","Region","All","16+","All","Physically active","55.9","%","189","106","65.30%","45.90%","174"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","64.5","%","31725","20466","65.20%","63.90%","36345"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","65.2","%","26303","17137","65.80%","64.40%","30596"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","66.3","%","1854","1229","68.90%","63.60%","2142"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","55.2","%","1299","717","59.30%","51.20%","1265"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","61.1","%","383","234","67.40%","54.30%","346"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","56.7","%","180","102","67.50%","45.10%","172"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","75.4","%","409","309","80.80%","69.10%","352"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South East","Region","All","16+","All","Physically active","62.5","%","222","139","70.90%","53.40%","205"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","65.2","%","19788","12905","66.10%","64.30%","22349"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","65.5","%","17654","11562","66.40%","64.60%","20285"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","69.7","%","767","535","74.10%","65.00%","781"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","55.8","%","345","192","63.80%","47.50%","235"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","61.6","%","70","43","74.40%","46.90%","64"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","63.1","%","68","43","78.20%","44.80%","54"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","74.9","%","217","163","82.00%","66.10%","168"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","South West","Region","All","16+","All","Physically active","59.1","%","118","70","73.10%","43.40%","92"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","57.6","%","20339","11705","58.50%","56.60%","19092"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","58.6","%","15622","9151","59.60%","57.50%","16103"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","63.7","%","771","491","68.60%","58.40%","625"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","52.8","%","2173","1147","56.80%","48.80%","1084"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","51","%","414","211","59.30%","42.60%","265"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","45.8","%","87","40","60.70%","31.50%","70"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","63.8","%","294","188","72.50%","54.10%","175"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","West Midlands","Region","All","16+","All","Physically active","52.1","%","208","108","65.70%","38.10%","112"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","Yorkshire","Region","All","16+","All","Physically active","60.2","%","19135","11517","61.30%","59.10%","14852"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","Yorkshire","Region","All","16+","All","Physically active","61.1","%","16323","9981","62.30%","60.00%","13212"
